comparison,rowname,lb,mle,ub,ce,Z,cZ
1 vs. 3,Zfp418,-1.2899245168382352,-0.042997483894607176,0.6879597423137241,0.0,-0.24402709646179174,-0.0
1 vs. 3,Lrrc41,-0.7739547101029438,0.3009823872622539,0.902947161786765,0.0,0.24255729996484685,0.0
1 vs. 3,Bub1b,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.24251967982565176,-0.0
1 vs. 3,Cep55,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.24251967982565176,-0.0
1 vs. 3,Msantd4,-0.9889421295759814,-0.042997483894607176,0.5159698067352948,0.0,-0.23921407999935504,-0.0
1 vs. 3,Supt5,-1.7198993557843136,0.3009823872622539,1.8488918074681346,0.0,0.23917718184366932,0.0
1 vs. 3,Snord42a,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.23884005539348105,-0.0
1 vs. 3,Synpr,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.23884005539348105,-0.0
1 vs. 3,Ccl2,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.23884005539348105,-0.0
1 vs. 3,Gpr61,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.23884005539348105,-0.0
1 vs. 3,Icam5,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.23884005539348105,-0.0
1 vs. 3,Il15ra,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.23884005539348105,-0.0
1 vs. 3,Gli1,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.23884005539348105,-0.0
1 vs. 3,Fam46c,-0.8169521939975486,0.042997483894607176,0.988942129575978,0.0,0.2385700153881726,0.0
1 vs. 3,2610034B18Rik,-1.6339043879951005,0.34397987115686207,1.547909420205881,0.0,0.23735202803266917,0.0
1 vs. 3,Grpel2,-1.848891807468138,-1.461914452416668,1.9778842591519594,0.0,0.23633326977474056,0.0
1 vs. 3,Bcl7c,-1.1609320651544106,-0.042997483894607176,0.6449622584191192,0.0,-0.23624473697932286,-0.0
1 vs. 3,Ttc4,-1.2899245168382352,0.0,0.6879597423137241,0.0,-0.23062112810590338,-0.0
1 vs. 3,Psmd10,-1.246927032943627,0.3009823872622539,1.1179345812598027,0.0,0.22935181512605585,0.0
1 vs. 3,BC018507,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.22929436627339814,-0.0
1 vs. 3,Tmem186,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.22754854533434235,-0.0
1 vs. 3,Limd2,-0.9889421295759814,0.3009823872622539,1.1609320651544106,0.0,0.22700896288393535,0.0
1 vs. 3,Nrm,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.22525917386510716,-0.0
1 vs. 3,4930522O17Rik,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.22375793359287105,-0.0
1 vs. 3,Slc5a3,-1.547909420205881,-0.08599496778921469,0.6879597423137241,0.0,-0.2218360591998859,-0.0
1 vs. 3,1810014B01Rik,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.2196598575187222,-0.0
1 vs. 3,Gm20605,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.21776876731385747,-0.0
1 vs. 3,Gm20743,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.21776876731385747,-0.0
1 vs. 3,Tnnt2,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.21776876731385747,-0.0
1 vs. 3,Olfr1444,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.21776876731385747,-0.0
1 vs. 3,Vipr2,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.21776876731385747,-0.0
1 vs. 3,1700125H20Rik,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.21776876731385747,-0.0
1 vs. 3,Mx1,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.21776876731385747,-0.0
1 vs. 3,Rbm46,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.21776876731385747,-0.0
1 vs. 3,Abca15,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.21776876731385747,-0.0
1 vs. 3,Utp15,-0.9459446456813732,0.3009823872622539,1.0749370973651977,0.0,0.2169994740940502,0.0
1 vs. 3,Lnx1,-0.9889421295759814,-0.042997483894607176,1.2899245168382352,0.0,0.21514944033304859,0.0
1 vs. 3,Rac3,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21383911166613617,-0.0
1 vs. 3,Sarm1,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21383911166613617,-0.0
1 vs. 3,Clec14a,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21383911166613617,-0.0
1 vs. 3,Il7,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21383911166613617,-0.0
1 vs. 3,Fabp6,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21383911166613617,-0.0
1 vs. 3,Fgf11,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21383911166613617,-0.0
1 vs. 3,Glrp1,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21383911166613617,-0.0
1 vs. 3,Adra2a,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21383911166613617,-0.0
1 vs. 3,Gypc,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21383911166613617,-0.0
1 vs. 3,Tgfa,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21203645769143134,-0.0
1 vs. 3,Rad1,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.21194908169450233,-0.0
1 vs. 3,Tuba8,-0.6449622584191192,0.3009823872622539,0.902947161786765,0.0,0.21183030444028256,0.0
1 vs. 3,Spata5,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.2106655218644213,-0.0
1 vs. 3,Ccdc89,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,Foxl2os,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,Kcnk16,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,Plin4,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,Tmem178b,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,A730090H04Rik,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,Glra2,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,Vmn2r44,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,Zp3r,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,4930473O22Rik,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20904760983360238,-0.0
1 vs. 3,Plk1,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.20848889787174116,-0.0
1 vs. 3,Gpkow,-1.4189169685220597,0.5159698067352948,1.1179345812598027,0.0,0.2079225585710993,0.0
1 vs. 3,Vmn2r1,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.2053176683651357,-0.0
1 vs. 3,Dcbld1,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20454607781940387,-0.0
1 vs. 3,Pitpnm1,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.20285240596821816,-0.0
1 vs. 3,Usp48,-1.246927032943627,-0.08599496778921469,0.7309572262083324,0.0,-0.20276956060669052,-0.0
1 vs. 3,Dhx38,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.2025865791667778,-0.0
1 vs. 3,Traf5,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.19799806834309797,-0.0
1 vs. 3,Mnd1,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.19798013389145416,-0.0
1 vs. 3,Acsm1,-1.246927032943627,-0.042997483894607176,0.6879597423137241,0.0,-0.1970217609229359,-0.0
1 vs. 3,Nbas,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.19609612383958328,-0.0
1 vs. 3,Copz2,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.19489834090831715,-0.0
1 vs. 3,Mbd1,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.18965971125471573,-0.0
1 vs. 3,Golga1,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.18880570092031723,-0.0
1 vs. 3,Slc22a18,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.18812787040169823,-0.0
1 vs. 3,Dcaf11,-1.3329220007328435,0.17198993557843203,1.203929549049019,0.0,0.18811858832659203,0.0
1 vs. 3,Plxna4,-2.1498741947303923,-0.4299748389460784,1.2899245168382352,0.0,-0.18518621919876188,-0.0
1 vs. 3,Arhgef12,-1.203929549049022,0.08599496778921469,1.5909069041004893,0.0,0.18416789586261134,0.0
1 vs. 3,Kdm5d,-0.7309572262083324,0.0,1.1179345812598027,0.0,0.1828980426873162,0.0
1 vs. 3,Col1a2,-1.5909069041004893,0.3009823872622539,1.0319396134705896,0.0,-0.18062562228875248,-0.0
1 vs. 3,Efcab11,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.1805297579945547,-0.0
1 vs. 3,Prrg1,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.1805297579945547,-0.0
1 vs. 3,Gm2897,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.1805297579945547,-0.0
1 vs. 3,Dhx37,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.1805297579945547,-0.0
1 vs. 3,Rad9a,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.1805297579945547,-0.0
1 vs. 3,Kif5c,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.17927946106846335,-0.0
1 vs. 3,Tex26,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.17869602267908738,-0.0
1 vs. 3,Rundc3a,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.17869602267908738,-0.0
1 vs. 3,1700084E18Rik,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.17869602267908738,-0.0
1 vs. 3,Ankrd45,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.17869602267908738,-0.0
1 vs. 3,Hist2h3b,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.17869602267908738,-0.0
1 vs. 3,Meis3,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.17869602267908738,-0.0
1 vs. 3,Fam188b,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.17869602267908738,-0.0
1 vs. 3,Gas2,-1.2899245168382352,-0.042997483894607176,0.7309572262083324,0.0,-0.17644875954165604,-0.0
1 vs. 3,Zfp839,-1.2899245168382352,-0.042997483894607176,0.7309572262083324,0.0,-0.17644875954165604,-0.0
1 vs. 3,Smpd3,-0.7309572262083324,0.3009823872622539,0.902947161786765,0.0,0.1746732084511301,0.0
1 vs. 3,Unkl,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.17205964769619644,-0.0
1 vs. 3,Nespas,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.17033374817867764,-0.0
1 vs. 3,Fam134c,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.1696972123981078,-0.0
1 vs. 3,Ccdc172,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Clec2d,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Cxcl13,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Dleu7,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Dmbt1,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Gm10857,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Kcna1,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Mir673,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Olfr1234,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Zfp534,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.16916916239523458,-0.0
1 vs. 3,Epb4.1,-1.0319396134705896,-0.08599496778921469,0.6449622584191192,0.0,-0.1685341106560179,-0.0
1 vs. 3,2810002D19Rik,-0.9889421295759814,0.3009823872622539,0.902947161786765,0.0,0.16701333279372332,0.0
1 vs. 3,Txlnb,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.16616139548586178,-0.0
1 vs. 3,Ntmt1,-0.7309572262083324,-0.042997483894607176,0.902947161786765,0.0,0.16471046686549354,0.0
1 vs. 3,Pfkp,-1.3329220007328435,0.3009823872622539,1.461914452416668,0.0,0.16303200856079036,0.0
1 vs. 3,Whrn,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.16301129494938965,-0.0
1 vs. 3,Lin37,-1.0319396134705896,-0.042997483894607176,0.6879597423137241,0.0,-0.1619844504282628,-0.0
1 vs. 3,Slc25a44,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.1612271524332229,-0.0
1 vs. 3,Fam185a,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.16085631932831956,-0.0
1 vs. 3,Arnt2,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.1588861695434526,-0.0
1 vs. 3,Nod1,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.1560134037248774,-0.0
1 vs. 3,Gm5797,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.1551838096153518,-0.0
1 vs. 3,Focad,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.15385049045412125,-0.0
1 vs. 3,Mrps33,-1.203929549049022,0.17198993557843203,1.2899245168382352,0.0,0.1535289363102111,0.0
1 vs. 3,Evc,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.15239317594036153,-0.0
1 vs. 3,Ercc6,-0.7309572262083324,0.3009823872622539,0.8599496778921568,0.0,0.15032155703999386,0.0
1 vs. 3,Psme2,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.1498116002919152,-0.0
1 vs. 3,Lpcat4,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.14965205383255226,-0.0
1 vs. 3,Map3k4,-1.203929549049022,-0.042997483894607176,0.6879597423137241,0.0,-0.14809550483605916,-0.0
1 vs. 3,Tomm40l,-0.9459446456813732,0.3009823872622539,0.902947161786765,0.0,0.14716671294641806,0.0
1 vs. 3,Eid2b,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.14709734641458552,-0.0
1 vs. 3,Enkd1,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.146756135527034,-0.0
1 vs. 3,Pin1,-1.1609320651544106,0.0,0.6879597423137241,0.0,-0.14603187458432354,-0.0
1 vs. 3,Dynll2,-0.7739547101029438,0.3009823872622539,0.8169521939975486,0.0,0.14518690712023113,0.0
1 vs. 3,S100pbp,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.1426232110821229,-0.0
1 vs. 3,Trabd2b,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.1411047711179777,-0.0
1 vs. 3,Pmvk,-1.0319396134705896,0.0,0.6879597423137241,0.0,-0.13941845813742734,-0.0
1 vs. 3,Gm3696,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.13758348428627074,-0.0
1 vs. 3,Galm,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.13724126287448654,-0.0
1 vs. 3,Col11a1,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.13698524890562305,-0.0
1 vs. 3,Fkbpl,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.13636386963973177,-0.0
1 vs. 3,Rap1gap2,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.13620307219705655,-0.0
1 vs. 3,Cenpc1,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.13505358039368603,-0.0
1 vs. 3,Adam12,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.13312719646109303,-0.0
1 vs. 3,Snord87,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.13292781487069752,-0.0
1 vs. 3,Sgsm3,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.13217570176058585,-0.0
1 vs. 3,Prl2c5,-1.3759194846274516,0.08599496778921469,0.7739547101029405,0.0,-0.1288329845801262,-0.0
1 vs. 3,Zfp957,-1.0319396134705896,-0.042997483894607176,0.7309572262083324,0.0,-0.12828340976011782,-0.0
1 vs. 3,1810062O18Rik,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.12441724867288934,-0.0
1 vs. 3,Gm16863,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Prosapip1,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Traf3ip3,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Ldoc1,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Hepacam2,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Timm8a2,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Gm17821,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Muc5ac,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Tmem45b,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Wdr62,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.12388851099416268,-0.0
1 vs. 3,Arhgap42,-1.0319396134705896,-0.042997483894607176,0.6879597423137241,0.0,-0.12058312527480011,-0.0
1 vs. 3,Mon1a,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.11988506300969683,-0.0
1 vs. 3,Chchd1,-0.7739547101029438,0.08599496778921469,0.902947161786765,0.0,0.11970056130212708,0.0
1 vs. 3,Fam220a,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.11906355301102099,-0.0
1 vs. 3,Mlst8,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.11873698625078007,-0.0
1 vs. 3,Hivep2,-0.8169521939975486,0.0,0.8169521939975486,0.0,0.11817145545168806,0.0
1 vs. 3,Herc3,-1.203929549049022,-0.042997483894607176,0.7309572262083324,0.0,-0.11754078636989547,-0.0
1 vs. 3,Phf20,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.11634967907875489,-0.0
1 vs. 3,Gm10509,-0.9889421295759814,0.0,0.8599496778921568,0.0,0.11583715111561566,0.0
1 vs. 3,Pdzk1,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.1152668172325547,-0.0
1 vs. 3,Nrcam,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.1152668172325547,-0.0
1 vs. 3,Unc5a,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.1152668172325547,-0.0
1 vs. 3,A530032D15Rik,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.1152668172325547,-0.0
1 vs. 3,Vps37d,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.1152668172325547,-0.0
1 vs. 3,Pifo,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.1152668172325547,-0.0
1 vs. 3,Efna4,-0.9889421295759814,-0.042997483894607176,0.7309572262083324,0.0,-0.11346610062493181,-0.0
1 vs. 3,Rin3,-1.1609320651544106,-0.042997483894607176,0.6879597423137241,0.0,-0.1132170587196462,-0.0
1 vs. 3,Kdelr3,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.11319608255164772,-0.0
1 vs. 3,Tmprss7,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.11187916181871314,-0.0
1 vs. 3,Las1l,-1.0319396134705896,0.042997483894607176,0.8169521939975486,0.0,-0.11130491467240307,-0.0
1 vs. 3,Slx4ip,-1.1609320651544106,-0.042997483894607176,0.8169521939975486,0.0,-0.11063962860190307,-0.0
1 vs. 3,Setd1b,-1.0319396134705896,-0.042997483894607176,0.6879597423137241,0.0,-0.11034842682065212,-0.0
1 vs. 3,Samd3,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.10866158791946018,-0.0
1 vs. 3,Cblc,-1.0749370973651977,-0.042997483894607176,0.6879597423137241,0.0,-0.10809232459000308,-0.0
1 vs. 3,Snhg6,-1.0319396134705896,-0.042997483894607176,0.6449622584191192,0.0,-0.10793381441952495,-0.0
1 vs. 3,Echs1,-0.9889421295759814,-0.042997483894607176,0.7739547101029405,0.0,-0.10625273045266356,-0.0
1 vs. 3,Ino80,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.10585746464188359,-0.0
1 vs. 3,Piezo2,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.10541974750823853,-0.0
1 vs. 3,2810047C21Rik1,-1.246927032943627,-0.042997483894607176,0.8169521939975486,0.0,-0.10396096878571115,-0.0
1 vs. 3,Sec61g,-0.9459446456813732,-0.042997483894607176,0.7309572262083324,0.0,-0.10342515973384102,-0.0
1 vs. 3,Rdh5,-1.1179345812598027,-0.042997483894607176,0.6879597423137241,0.0,-0.1003102726766238,-0.0
1 vs. 3,Tk1,-1.246927032943627,-0.042997483894607176,0.7739547101029405,0.0,-0.09956705851784453,-0.0
1 vs. 3,Lmbr1l,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.09948587605019435,-0.0
1 vs. 3,Rara,-1.246927032943627,-0.042997483894607176,0.7309572262083324,0.0,-0.0974546533143283,-0.0
1 vs. 3,Rrp1b,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.09707882694792706,-0.0
1 vs. 3,Dennd1a,-1.0319396134705896,-0.042997483894607176,0.6879597423137241,0.0,-0.09680495563787618,-0.0
1 vs. 3,9230110C19Rik,-1.0319396134705896,-0.042997483894607176,0.6879597423137241,0.0,-0.09680495563787618,-0.0
1 vs. 3,Gucy1a3,-1.0319396134705896,-0.042997483894607176,0.6879597423137241,0.0,-0.09680495563787618,-0.0
1 vs. 3,Fancd2,-1.0319396134705896,-0.042997483894607176,0.6879597423137241,0.0,-0.09680495563787618,-0.0
1 vs. 3,Orai2,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.09484811272995991,-0.0
1 vs. 3,Pdlim1,-1.3759194846274516,-0.042997483894607176,0.8169521939975486,0.0,-0.09192338945695548,-0.0
1 vs. 3,Pla2g4a,-0.9889421295759814,-0.042997483894607176,0.7309572262083324,0.0,-0.08988268030878813,-0.0
1 vs. 3,Fam83c,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.08979213319126197,-0.0
1 vs. 3,Lace1,-1.0319396134705896,-0.042997483894607176,0.6879597423137241,0.0,-0.0888580894506877,-0.0
1 vs. 3,Raver1,-1.1179345812598027,-0.042997483894607176,0.7739547101029405,0.0,-0.08683009274001659,-0.0
1 vs. 3,Traf3ip2,-0.8169521939975486,-0.042997483894607176,0.8169521939975486,0.0,0.08663280168793315,0.0
1 vs. 3,Il20rb,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.08574412379360935,-0.0
1 vs. 3,C1ra,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.08574412379360935,-0.0
1 vs. 3,Arl10,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.08574412379360935,-0.0
1 vs. 3,3110007F17Rik,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.08574412379360935,-0.0
1 vs. 3,Kcnu1,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.08574412379360935,-0.0
1 vs. 3,Syt16,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.08574412379360935,-0.0
1 vs. 3,Glt25d2,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.08574412379360935,-0.0
1 vs. 3,Trpv5,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.08574412379360935,-0.0
1 vs. 3,Glipr1,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.08574412379360935,-0.0
1 vs. 3,Pias2,-1.80589432357353,-1.203929549049022,3.0958188404117655,0.0,0.08547762947261743,0.0
1 vs. 3,Evpl,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.08545082539533905,-0.0
1 vs. 3,Krt79,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.0849137743493963,-0.0
1 vs. 3,Zfp459,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.0849137743493963,-0.0
1 vs. 3,Lcn8,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.0849137743493963,-0.0
1 vs. 3,Ankrd34b,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.0849137743493963,-0.0
1 vs. 3,Gpr152,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.0849137743493963,-0.0
1 vs. 3,1700101I11Rik,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.0849137743493963,-0.0
1 vs. 3,Esrrg,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.0849137743493963,-0.0
1 vs. 3,F5,-1.1179345812598027,-0.042997483894607176,0.7309572262083324,0.0,-0.0849137743493963,-0.0
1 vs. 3,Tmem161a,-0.9459446456813732,-0.042997483894607176,0.8599496778921568,0.0,0.08419235065073175,0.0
1 vs. 3,Crocc,-1.0749370973651977,-0.042997483894607176,0.7309572262083324,0.0,-0.081476514662104,-0.0
1 vs. 3,Mir3061,-1.0319396134705896,-0.042997483894607176,0.8169521939975486,0.0,0.08056091063567442,0.0
1 vs. 3,Snap91,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.06855648305482687,-0.0
1 vs. 3,Snord49a,-1.1609320651544106,-0.042997483894607176,0.7309572262083324,0.0,-0.06855648305482687,-0.0
